性别（男0 女1 其余2）,项目（足球1 篮球2 网球3 游泳跳水4 田径5 羽毛球6 乒乓球7 体操8 排球9 台球10 冰雪项目11 电竞12 其他13 体育无关14）,是否用外号（0无 1有+正面或中性 2有+负面或调侃） ,身份（1运动员 2其余从业者 3非从业者）,类别（1赛事赛场报道 2个人生活 3社交媒体活动 4公关宣传、采访 5人际关系 6商业活动 7花边绯闻 8外界评价 9媒体物料 10负面新闻）,正文,日期,点赞数,评论数,转发数
0,2,0,1,1,【北京男篮惨遭17分大逆转 吞下3连败】北京最多领先17分最终还输掉15分，本赛季三战福建输掉2场，陈林坚6记三分轰下26分，曾凡博复出11中4得到13分。腾讯体育 ,2023/1/16,6,0,0
0,2,0,1,1,【郭艾伦领衔7人上双 辽篮轻取吉林夺8连胜】郭艾伦三节打卡贡献20+6，赵继伟送出8次助攻，辽篮本赛季对吉林完成三杀>>腾讯体育 ,2023/1/16,7,0,0
0,2,2,1,1,NBA十佳球：老詹陀螺转身秀得飞起，约老师撤步三分绝杀宣布“下课”，恩比德暴力隔扣打服湖人悍将！16日NBA十佳球 约老师撤步三分绝杀 老詹两度上榜 ,2023/1/16,4,0,0
0,2,1,1,1,【威少最后一攻被恩比德死死抓住手腕】湖人又冤死？威少抱怨自己被恩比德犯规，主帅哈姆解释为何不叫暂停。#威少最后一攻##76人双杀湖人# 详细阅读>>腾讯体育 【球星】威少vs费城集锦 20+14+11替补出场拿下三双数据 ,2023/1/16,2,1,0
0,2,0,1,1,【争议判罚！恩比德垫脚詹姆斯了吗】詹姆斯三分出手被恩比德扑倒，落地踩到后者脚面，裁判认为是普通犯规。#76人双杀湖人##詹姆斯35分10助攻# 到底有没有垫脚？恩比德扑倒詹姆斯被吹普通犯规 ,2023/1/16,10,7,1
0,2,1,1,1,【威少单挑恩比德失绝杀 詹皇直接离场】最后30秒两人竟轮流1v1，威少被防死湖人吞3连败，詹姆斯第一时间沮丧离场。#76人双杀湖人# #威少最后一攻# 威少遗憾错失绝杀 詹姆斯转身离场 ,2023/1/16,7,6,0
0,2,1,1,1,【头皮发麻！威少快攻3打2离谱失误】他无视篮下的詹姆斯和底角的队友，直接将球扔出底线。解说懵了：你要干嘛？五大囧给你安排上 威少反击3打2直接把球扔出底线 ,2023/1/16,15,20,2
0,3,0,1,1,【中国大陆男网澳网首胜！17岁体二代创历史】商竣程3-1取胜，生涯首进大满贯正赛第二轮，成为澳网118年首位打进男单第二轮的中国大陆选手。#商竣程获大满贯正赛首胜##商竣程晋级澳网第二轮# 详细阅读>>腾讯体育 ,2023/1/16,4,1,0
0,2,0,1,1,【约基奇0.2秒三分绝杀魔术！】约基奇砍下17+10+14，绝命时刻顶人投进绝杀三分，掘金6连胜坐稳西部第一！#约基奇绝杀魔术# 到点儿下课！约老师撤步读秒三分杀人诛心 ,2023/1/16,9,5,0
0,2,1,1,1,【恭喜！詹姆斯解锁38000分里程碑】詹皇火力全开首节7中6砍下12分，正式达成生涯常规赛38001分，距离贾巴尔纪录仅差386分！#詹姆斯生涯38000分# 详细阅读>>腾讯体育 突破38000里程碑！詹姆斯无解投射势不可挡 ,2023/1/16,3,0,2
0,2,0,1,10,【虎落平阳！霍华德被CBA旧将喷垃圾话】他与宝岛大将多次冲突，所在球队已遭10连败，目前1胜11负联赛垫底。详细阅读>>腾讯体育 霍华德T1联赛贡献暴扣 比赛结束被球迷簇拥离场 ,2023/1/16,0,2,0
0,2,0,1,8,【库里8次失误令解说崩溃：你是普尔吧？】他单场失误数创赛季新高，多次被吹走步摔球发泄+苦笑，复出后3战合计三分32中10。详细阅读>>网页链接【球星】库里vs公牛集锦 全场20+10+4里突外投难挽颓势 ,2023/1/16,2,0,0
0,2,0,1,1,【欧文三分7中1 杜兰特伤停2场篮网两连败】欧文全场20中7仅得15分，篮网末节崩盘狂丢37分，雷霆双核合砍56+16+10。【集锦】雷霆112-102篮网 雷霆三后卫各砍20+送篮网两连败 ,2023/1/16,1,1,0
0,2,1,1,1,【牌面拉满！NBA官方预热詹皇38000分里程碑】詹姆斯今天率队战76人，他提前3小时入场，手持两部手机表情严肃又霸气。详细阅读>>腾讯体育 ESPN詹姆斯一对一：未刻意想过创造历史得分纪录 但不想在输球中打破纪录 ,2023/1/16,2,0,1
0,2,0,1,1,【离谱！全明星后卫发狠扣篮结果自己伤了】快船伤病名单又添一人，球队三当家至少休息两周，泰伦卢被迫改变轮换。详细阅读>>腾讯体育 这样的表现已经许久未见了 沃尔长驱直入隔扣纳吉 ,2023/1/16,36,2,0
0,2,1,1,1,【勇士征战东部1胜10负 已跌至西部第8】客场战绩全NBA倒数第二，仅好于摆烂垫底队，提前投降水花场下皱眉。详细阅读>>腾讯体育 【球星】库里vs公牛集锦 全场20+10+4里突外投难挽颓势 ,2023/1/16,4,0,0
0,2,0,1,1,【正视频直播NBA：#雷霆vs篮网# 】欧文单核带队大战场均31+6超新星，雷霆近5战4胜，篮网能否顺利过关避免连败？看直播>>扫一扫下载 腾讯体育APP ,2023/1/16,1,0,0
0,2,0,1,1,【库里三分10中3+8失误 勇士创6年耻辱纪录】勇士被全明星内线轰43+10打爆！客场战绩4胜17负，克莱8记三分难救主。详细战报>>腾讯体育 官配连线美如画！库里人缝勾手妙传助飞克莱三分一箭穿心 ,2023/1/16,11,1,0
0,2,0,1,10,【NBA官宣国王火箭冲突罚单：两人禁赛三人罚款 共损失超20万美元】北京时间1月16日，NBA官方公布了国王vs火箭冲突的处罚结果：杰伦-格林和泰特因离开替补席被联盟禁赛一场，另外，马修斯因发起争吵并辱骂蒙克罚款35000美元、蒙克因继续争吵并辱骂马修斯罚款25000美元、伊森因升级争吵并无意中与裁判接触罚款30000美元。详细阅读>>腾讯体育 国王火箭爆发激烈冲突 蒙克梅图马修斯伊森纷纷被驱逐,2023/1/16,2,0,0
0,2,0,1,1,【狂送36次失误！CBA上海加时惜败山东】王哲林空砍20+17，血布末节超远打板绝平三分续命，全场送12次失误；山东夺4连胜。战报>>腾讯体育 ,2023/1/15,8,2,0
0,2,2,1,10,【你要干啥？霍华德多次肘击+挑衅对手 球队10连败】魔兽多次侵犯对手：掐脖子；故意撞飞对方还继续挑衅；肘击犯规后跨过对手，全场吃1违体+5犯，下半场仅6分>>腾讯体育 ,2023/1/15,1,0,0
0,13,0,1,1,【NFL季后赛惊现27分超级逆转】美洲虎上半场4次抄截，一度0-27落后闪电；下半场疯狂反扑，任意球绝杀1分险胜！【集锦】杰克逊维尔奇迹！帕特森踢球擦柱绝杀比赛 美洲虎31-30闪电大逆转 ,2023/1/15,4,0,0
0,2,0,1,1,【离开勇士？追梦：我有不详的预感】追梦格林的发言“一石二鸟”：既想要大合同，又向勇士表了忠心。详细阅读>>腾讯体育 【集锦】勇士144-113马刺 全员发力刷新球队本赛季单场得分纪录 ,2023/1/15,2,1,0
0,2,1,1,4,【詹皇怒怼裁判报告：那就是犯规！】湖人双加时惜败独行侠，他仍对争议判罚耿耿于怀，并再次在采访中不满裁判。详细阅读>>腾讯体育 一夫当关万夫莫开！伍德生死关头先后封盖威少与詹姆斯 ,2023/1/15,5,0,0
0,2,0,1,1,【东契奇利拉德对喷！开拓者大胜独行侠】利拉德两战86分，率队终结5连败；东契奇状态低迷15+6+10，得分创赛季新低。都是误会！利指导嫌东契奇防守动作过大后者赶紧解释 ,2023/1/15,7,1,1
0,2,0,1,1,【杜兰特膝盖受伤已6天 主帅透露恢复进展】篮网五连客他暂未获准随队出征：沃恩担心坐场边被撞，希望KD出战全明星。详细阅读>>腾讯体育 新年必看十大比赛  湖人篮网群星闪耀 杜兰特重回勇士主场 ,2023/1/15,2,0,0
0,2,0,1,1,【登帝连线4.9秒准绝杀！76人惊魂险胜爵士】哈登末节18分，全场31+6+11，生死时刻制胜助攻恩比德；亚洲第一后卫38分失绝杀，险率队20分逆转。 详细战报>>腾讯体育【集锦】费城118-117爵士 哈登末节连轰16分率队险胜爵士 ,2023/1/15,6,0,0
0,2,0,1,1,【免费看！正视频直播NBA：#独行侠vs开拓者# 】利拉德大战东契奇！上一场他空砍50分，今天面对MVP大热门能否终结5连败？戳直播>>扫一扫下载 腾讯体育APP ,2023/1/15,2,0,0
0,2,2,1,1,【昔日NBA第一中锋重返湖人？哈姆表态】湖人若签他大概率只会用10天合同，此外，浓眉康复又有新进展。详细阅读>>腾讯体育 新年必看十大比赛  湖人篮网群星闪耀 杜兰特重回勇士主场 ,2023/1/15,0,0,0
0,2,0,1,1,【惊掉下巴！莫兰特恐怖隔扣2米08内线】他对阵步行者大秀弹跳，头撞篮板送钉板追帽，随后又完成海报级别的隔扣！#莫兰特隔扣# 从这个起步来看就知道要出事！莫兰特抡臂隔扣惊为天人 ,2023/1/15,13,4,4
0,1,0,1,1,【C罗走后：曼联9连胜+两大主力爆发】著名足球作家讽刺C罗，后者被嘲讽：早点接受采访，那该多好！详细阅读>>腾讯体育 曼市德比亮点多 BR动画演绎曼城曼联两队互争高下 ,2023/1/15,9,5,0
0,2,0,1,1,【NBA争冠大热主力受伤 被误伤头颈处当场倒地】突发！他被队友撞到头颈部位，倒下后趟地近2分钟才缓缓站起，塔图姆神情紧张。怀特与斯马特发生冲撞 受伤倒地返回更衣室 ,2023/1/15,4,3,0
0,2,0,1,1,【距38000分一步之遥 詹姆斯大概率出战76人】湖人晒出他最新训练照：看上去相当投入，已为下一个纪录做好准备！详细阅读>>腾讯体育 ESPN詹姆斯一对一：未刻意想过创造历史得分纪录 但不想在输球中打破纪录 ,2023/1/15,3,0,0
0,2,0,1,1,【名嘴：东契奇将复制詹皇 离队去热火争冠】他坚信东契奇在独行侠无法实现冠军梦，5年后会换队。库班能留住077吗？详细阅读>>腾讯体育 杀人诛心！东契奇面对湖人的比赛已经取得6连胜 ,2023/1/15,6,1,0
0,2,0,1,1,【76人二选一计划交易 罗斯或被送走东契奇恐5年后离队】北京时间1月15日，联盟又有什么新的市场动态和交易流言？湖人成功试训两大中锋；76人预计交易队内球员；尼克斯愿为罗斯寻找下家，名嘴预测东契奇5年后离队。详细阅读>>腾讯体育 14日《找个班上》 艾顿单节9中0 内姆布哈德铁匠铺开张 ,2023/1/15,4,1,0
0,1,0,1,1,【英超曼市德比：曼联2-1逆转曼城】曼联4分钟两球逆转取胜，升至积分榜第三。拉什福德打入致胜一球，连续9个主场破门创历史。腾讯体育 ,2023/1/14,8,5,1
0,2,0,1,1,【CBA大爆冷！同曦队史首次战胜广东 赵睿伤退】同曦顶住对手末节疯狂反扑，强势终结对广东18连败；赵睿落地时左膝意外受伤，易建联、马尚都仅得10分。腾讯体育 ,2023/1/14,13,5,0
0,2,0,1,1,【火箭29号秀发展联盟狂轰53+10+4+2抢断】21岁新秀泰泰-华盛顿制霸发展联盟，砍下53分10篮板的豪华数据，全队总得分仅113分。小波特受伤，火箭还不召回他？腾讯体育 ,2023/1/14,8,3,0
0,2,0,1,1,【NBA十佳球：莱昂纳德残暴隔扣】科林斯神兵天降补篮绝杀，兰德尔泰山压顶扣翻七尺高塔。看今日十佳球>>14日NBA十佳球 亚历山大穿裆助攻莱昂纳德残暴隔扣 ,2023/1/14,8,1,1
0,2,0,1,1,【CBA辽宁大胜四川豪取七连胜】郭艾伦总得分升至历史第9。辽篮大外桑普森与对手冲突，用球怒砸对方，连吃两T遭驱逐。腾讯体育 ,2023/1/14,10,3,0
0,2,0,1,1,【快船近8战7负 卢指导仍嘴硬豪言要七连胜】快船惨遭掘金三杀，主帅赛后依旧不怕被打脸：只要球队恢复健康，我们就能创造一波6-7连胜！腾讯体育 ,2023/1/14,9,1,0
0,1,0,1,5,【C罗造访皇马！皇马官方发文：队史射手王来了】皇马正在利雅得胜利的训练场备战西超杯决赛，C罗造访老东家，与老友们重聚。腾讯体育 ,2023/1/14,9,0,0
0,1,0,1,1,#那不勒斯5比1尤文图斯# 意甲焦点战变成一边倒，那不勒斯5-1终结尤文8连胜，10分优势领跑意甲。奥斯梅恩两射一传 ，克瓦拉茨赫利亚一射两传，拉马尼和埃尔马斯各进一球，迪马利亚扳回一球仍难阻止惨败。意甲那不勒斯5-1终结尤文8连胜 迪马利亚破门难阻惨败 ,2023/1/14,9,1,0
0,2,2,1,8,官方MVP榜：约基奇三连霸，东契奇升第2，塔图姆、字母哥与恩比德分居3-5位，雷霆后卫亚历山大杀进前十>>腾讯体育 ,2023/1/13,5,0,0
0,2,0,1,1,新疆男篮赛季双杀江苏，近9场取得8胜，齐麟三分6中6高效得到20+8，创个人近两季单场三分命中数纪录。腾讯体育 ,2023/1/13,5,0,0
0,1,0,1,10,#克雷桑被停赛3场# 泰山外援克雷桑在足协杯半决赛报复对手染红，被足协停赛3场罚款1.5万元>>腾讯体育 ,2023/1/13,3,2,0
0,2,0,1,6,腾讯体育重磅节目《边线Talk》正在热播当中，第4期节目已经上线，2019年男篮世界杯输给波兰，中国队无缘东京奥运会成为所有球迷的意难平！关于那场比赛，关于那次边线球失误，关于周琦，听听亲历者孙铭徽和阿不都沙拉木是怎么说的。上腾讯视频腾讯体育搜索边线Talk即可收看完整版，精彩不容错过！ ,2023/1/13,2,2,1
0,2,1,1,1,#独行侠双加时战胜湖人##东契奇35分三双##詹姆斯24分准三双##威少28分#【詹姆斯24+16+9威少28分 湖人双加时憾负】湖人遭独行侠双杀，詹姆斯三分7中0，两个加时仅得2分，连续投丢关键三分，东契奇35+14+13。 【集锦】独行侠119-115湖人 东契奇双绝平双加时鏖战力克湖人 ,2023/1/13,3,2,1
0,2,0,1,1,#东契奇绝平三分#东契奇命中大心脏绝平三分，湖人独行侠进入加时为大场面而生！东契奇大心脏撤步三分绝平挽球队与水火 ,2023/1/13,4,0,1
0,2,2,1,1,【詹姆斯连续冲撞碾压3人 东契奇疼得怀疑人生】38岁詹姆斯连续撞翻独行侠两将，东契奇与老詹对抗后，疼得直弯腰。老小子真有劲啊！詹姆斯反击突破上身体给东契奇疼够呛 ,2023/1/13,2,0,0
0,2,0,1,1,#周鹏CBA总出场次数历史第一# 【周鹏创历史第一神迹 CBA官方发海报祝贺】周鹏超越朱芳雨，独占CBA历史出场榜历史第一，他生涯已取得559胜同样是历史第一。腾讯体育 ,2023/1/13,3,1,0
0,2,1,1,1,【詹皇冲38000分！正免费视频直播独行侠vs湖人】詹姆斯复出再战东契奇，只差35分就将达成38000分里程碑，此役能否如愿？戳直播一起见证>>扫一扫下载 腾讯体育APP ,2023/1/13,5,0,1
0,2,0,1,1,#凯尔特人战胜篮网##欧文24分6助攻##塔图姆20分#【东部榜首大战绿军双杀篮网 5连胜稳居联盟第一】欧文空砍24+6，西蒙斯0分9篮板13助攻，助攻创赛季新高，塔图姆20+11领衔绿军6人上双。 ,2023/1/13,4,0,0
0,2,0,1,1,#雷霆战胜76人##哈登24分15助攻##亚历山大37分#【哈登24+15连丢关键三分 76人惨负雷霆】76人结束两连胜，哈登24+6+15+7失误，恩比德空砍30+10，亚历山大37+8+6力压登帝组合。 【集锦】雷霆133-114费城 亚历山大37+7+5力压恩比德哈登合砍54分 ,2023/1/13,1,3,0
0,1,0,1,8,#2022普斯卡什奖候选#：姆巴佩凌空斩，巴洛特利踩单车+插花脚秀翻天，波兰残疾人惊世倒钩。2022普斯卡什奖候选：姆巴佩凌空 特奥奔袭 波兰残疾人倒钩入选 ,2023/1/13,15,5,4
0,1,0,1,8,#FIFA年度最佳候选公布#FIFA公布年度最佳球员14人候选名单：梅西领衔，哈兰德姆巴佩入选，巴黎4人曼城3人。腾讯体育 ,2023/1/13,2,1,1
0,2,0,1,1,【东部榜首大战！正视频直播绿军vs篮网】杜兰特和杰伦-布朗因伤缺阵，欧文对决塔图姆，能否率队复仇旧主？看直播>>扫一扫下载 腾讯体育APP ,2023/1/13,1,0,0
0,2,0,1,8,#詹姆斯全明星第2轮票王#全明星第二轮轮投票结果：詹姆斯票王优势扩大，湖勇9人在列普尔掉队。腾讯体育 ,2023/1/13,6,4,2
0,1,0,1,1,#富勒姆2比1切尔西##菲利克斯首秀红牌#英超：切尔西1-2富勒姆，遭各项赛事三连败，菲利克斯首秀染红。腾讯体育 ,2023/1/13,2,0,0
0,1,0,1,1,#贝蒂斯4比6巴萨##西超杯决赛巴萨对阵皇马#巴萨点球大战6-4淘汰贝蒂斯，与皇马会师西超杯决赛，特尔施特根两次扑点。腾讯体育 ,2023/1/13,2,0,0
0,2,0,1,1,【赛季第4败！CBA领头羊爆冷负倒数第三】浙江全队三分24投仅5中，吴前三分8中0得到12分；天津5人上双完成16分大逆转，本赛季首次战胜对手>>腾讯体育 ,2023/1/12,7,2,0
0,2,0,1,1,【超新星21分+炸裂隔扣！广东男篮大胜北控】广东全队轰进19记三分，马尚6记三分砍下22分，张昊21分4盖帽创生涯新高，暴力隔扣2米18外援引爆全场>>腾讯体育 ,2023/1/12,19,1,2
0,2,0,1,1,【CBA3月1日开启第三阶段 正式恢复主客场制】CBA向各队以及赛区发函，第三阶段比赛3月1日开始，剩余常规赛和季后赛都将以主客场制进行>>腾讯体育 ,2023/1/12,3,0,0
0,1,0,2,10,【震惊！前巴萨高层侮辱梅西言论曝光】《每日体育报》爆出猛料，前巴萨法务主管庞蒂曾辱骂梅西是“下水道老鼠”、“激素侏儒”。此外，皮克也曾遭到他言语侮辱>>腾讯体育#前巴萨高层辱骂梅西# ,2023/1/12,9,3,0
0,2,0,2,1,【男篮新帅首期集训名单基本拟定 大约18人左右】据篮球记者宋翔报道，乔尔杰维奇已经基本圈定了18人左右集训大名单，中方教练组人员也曝光了，刘炜很有可能进入男篮教练组，辅佐乔尔杰维奇。腾讯体育 ,2023/1/12,12,3,0
0,2,0,1,1,#NBA十佳球# 莫兰特隔扣2米16高塔，库兹马高难度三分准绝杀，霍乐迪负角度投篮太惊艳！【原声】12日NBA十佳球 库兹马三分一剑封喉莫兰特凌辱七尺长人 ,2023/1/12,10,0,1
0,1,0,1,1,【梅西世界杯后首秀破门 巴黎2-0胜6分领跑】2022-23赛季法甲第18轮，巴黎圣日尔曼主场2-0击败昂热，提前锁定半程冠军。上半场埃基蒂克打破僵局，下半场梅西打进世界杯后首球，内马尔进球被吹。巴黎2-0以6分优势领跑法甲：梅西回归破门 穆基勒助攻双响 ,2023/1/12,1,0,0
0,1,0,1,1,【皇马点球大战过关 晋级西班牙超级杯决赛】上半场本泽马点球破门，下半场利诺扳平比分，两队大战120分钟不分胜负。点球大战居尔内特踢飞，库尔图瓦在第5轮将加亚的点球拒之门外，皇马4-3险胜，总比分5-4晋级决赛，静候巴萨与贝蒂斯之间的胜者。腾讯体育 ,2023/1/12,1,0,0
0,1,0,1,1,【曼城0-2不敌英超垫底队 无缘联赛杯四强】2022-23赛季英格兰联赛杯1/4决赛，曼城客场0-2负于南安普敦止步八强。圣徒上半场5分钟内连进两球，蓝月亮全场0射正。腾讯体育 ,2023/1/12,2,0,0
0,2,0,1,1,【上海男篮擒江苏夺3连胜 血布27+9统治末节】布莱德索末节独揽全队15分中的14分，率队力阻对手翻盘希望，王哲林15+15连续9场拿下两双>>腾讯体育 ,2023/1/11,5,3,0
0,1,0,2,10,【祸从口出！法国足协主席被罢免】因此前对齐达内的争议言论，法国足协主席被罢免职务>>腾讯体育 ,2023/1/11,4,0,0
0,1,0,1,1,【浙江队与山东泰山会师足协杯决赛】浙江点球大战5-3淘汰上海海港，首次晋级足协杯决赛，将与山东泰山争冠。#浙江队晋级足协杯决赛#  #吕文君失点# 腾讯体育 ,2023/1/11,15,4,1
0,2,0,1,1,【琼斯38+12+16+7抢断！吉林逆转福建终结4连败】琼斯再次出战46分钟砍下赛季第11次三双，关键时刻送出制胜助攻，队友李安三分完成致命一击>>腾讯体育 ,2023/1/11,8,2,0
0,1,0,1,1,【足协杯泰山2-0申花 连续5个赛季晋级决赛】宋龙打破僵局，莫伊塞斯点球建功，克雷桑报复对手染红无缘决赛，泰山静候浙江队与海港胜者>>腾讯体育 ,2023/1/11,5,1,1
0,2,0,1,1,库里末节连中3记三分，引爆勇士主场救火救难救世主！库里状态爆炸连续三记三分夺魂摄魄 ,2023/1/11,8,1,0
0,2,0,1,1,#快船战胜独行侠##莱昂纳德33分##东契奇43分11篮板#【小卡33分东契奇43+11+7 快船终结6连败】快船复仇独行侠，小卡12中9砍33+9，得分创赛季新高，东契奇末节20分难救主。 腾讯体育 ,2023/1/11,2,0,0
0,2,0,1,1,#太阳战胜勇士##库里24分#【库里末节16分 勇士险上演27分惊天逆转】勇士功亏一篑遭3连败，水花茶合砍80分难救主，伊戈达拉被驱逐；太阳残阵终结6连败，达米安李14罚全中杀死比赛。 腾讯体育 ,2023/1/11,0,2,0
0,2,1,1,1,【库里复出！正视频直播太阳vs勇士】勇士最强阵出战，普尔回归替补，水花兄弟再次合体，能否送对手7连败？扫一扫下载 腾讯体育APP ,2023/1/11,0,0,0
0,2,0,1,1,#76人战胜活塞##哈登三双##恩比德36分#【哈登三双恩比德36+11 费城31分狂胜活塞】76人三杀横扫活塞，哈登7投6中砍16+12+15，恩比德36+11，两人均三节打卡下班。腾讯体育 ,2023/1/11,4,0,0
0,2,0,1,10,热火老将戴德蒙与主帅斯波尔斯特拉激烈争吵，怒气冲冲返回更衣室，途中情绪失控，将东西打进场内被驱逐。老兄前途堪忧！戴德蒙与自家教练内讧过激泄愤动作遭驱逐 ,2023/1/11,3,0,1
0,1,0,1,1,#国际米兰2比1帕尔马#意大利杯1/8决赛：国米2-1逆转帕尔马晋级八强，劳塔罗终场前破门扳平，阿切尔比加时赛绝杀。腾讯体育 ,2023/1/11,1,0,0
0,1,0,1,1,#曼联3比0查尔顿##曼联晋级联赛杯4强#曼联3-0晋级联赛杯4强，豪取各项赛事8连胜，拉什福德梅开二度。腾讯体育 ,2023/1/11,2,0,0
0,2,0,1,1,#辽篮复仇北京夺6连胜# 郭艾伦砍下15+6+8，张镇麟复出末节未打仅得5分；北京4连胜被终结，曾凡博4记三分轰下19+7，送郭艾伦空中大帽>>腾讯体育 ,2023/1/10,7,0,0
0,1,0,1,1,【再次留洋！广州队22岁后卫加盟土超劲旅】广州队22岁后卫吴少聪加盟土超伊斯坦布尔，开启第二次留洋之旅>>腾讯体育 ,2023/1/10,13,0,2
0,2,1,1,1,【真硬汉！威少比赛中小拇指脱臼 自己两次掰正】威少采访表示自己上半场右手小拇指两次脱臼，自己不得不将其掰正，好在赛后X光检查是阴性。网页链接 ,2023/1/10,3,2,0
0,2,2,1,1,【湖人负掘金五连胜终结 威少25+7+7老詹轮休】施罗德仅13中3，浓眉替身两双，贝弗利伤退；约基奇14+11+16，穆雷34分赛季新高，掘金稳固西部第一。腾讯体育 ,2023/1/10,1,0,0
0,2,0,1,1,【三分12中1+遭17分逆转！兰德尔吞耻辱纪录】兰德尔手感冰凉仅29中9，其中首节三分8中0，打破NBA单节打铁纪录。布伦森轰44分生涯新高，也带不动他赢球>>【集锦】雄鹿111-107尼克斯 雄鹿末节发力逆转尼克斯 ,2023/1/10,1,1,0
0,1,0,1,4,【男足归化高拉特称将放弃中国国籍】31岁高拉特在新闻发布会表示：对恢复巴西国籍的前景感到乐观，此事由相关团队进行处理。详情>>腾讯体育 ,2023/1/10,3,6,0
0,2,1,1,1,【威少单核冲六连胜！正视频直播湖人vs掘金】五连胜湖人PK西部第一掘金，威少约老师上演三双王对决，谁能更胜一筹？看直播>>扫一扫下载 腾讯体育APP ,2023/1/10,6,0,0
0,2,0,1,1,【NBA状元大热炸裂表演 补扣准绝杀掀翻卫冕冠军】文班亚马手感不佳15+9+5盖帽，最后时刻一记补扣准绝杀自我救赎，率队1分险胜卫冕冠军。看GIF>>腾讯体育 ,2023/1/10,0,0,0
0,2,1,1,1,【避免4天3战！詹姆斯今日战掘金轮休引热议】詹皇因脚踝酸痛缺席战掘金，球迷表态：非常能够接受老詹休战，这样他可以连休5天！医学专家也赞同轮休>>腾讯体育 ,2023/1/10,8,5,105
0,2,0,1,1,【KD伤情出炉！右膝韧带扭伤预计伤停一个月】篮网官宣杜兰特伤情，确诊为右膝内侧副韧带扭伤，两周后复查。ESPN名记报道，KD预计缺阵一个月。腾讯体育 ,2023/1/10,4,8,0
