性别,项目（足球1 篮球2 网球3 游泳跳水4 田径5 羽毛球6 乒乓球7 体操8 排球9 冰雪项目11 电竞12 其他13 体育无关14）,是否用外号（0无 1有+正面或中性 2有+负面或调侃） ,身份（1运动员 2其余从业者 3非从业者）,类别（1赛事赛场报道 2个人生活 3个人社交媒体活动 4公关宣传 5人际关系 6商业广告 7花边绯闻 8外界评价 9媒体物料 10负面新闻）,正文,日期,点赞数,评论数,转发数,话题
0,1,0,1,1,热刺VS布伦特福德首发：佩里西奇、孙兴慜、凯恩出战，洛里替补北京时间20:30英超第17轮，热刺客场挑战布伦特福德，双方首发阵容已公布！热刺首发：20-福斯特、2-多赫蒂、15-戴尔、25-坦甘加、34-朗格莱、5-霍伊别尔、14-佩里西奇、38-比苏马、7-孙兴慜、10-凯恩、21-库卢塞夫斯基热刺替补：1-洛里、6-达文森-桑切斯、12-埃默森、33-本-戴维斯、4-斯基普、19-塞塞尼翁、29-佩普-萨尔、42-哈维-怀特、11-布莱恩-希尔布伦特福德首发：1-大卫-拉亚、3-里科-亨利、5-平诺克、13-赞卡、16-本-米、30-罗斯勒夫-拉斯姆森、6-诺尔高、8-延森、19-姆贝莫、27-雅内特、17-伊万-托尼布伦特福德替补：34-马修-考克斯、4-古德、18-彭图斯-扬森、10-约什-达席尔瓦、11-维萨、24-达姆斯高、7-卡诺斯、14-格多斯、23-刘易斯-波特,2022/12/26,9,0,105,
0,1,0,2,10,沪媒：武汉长江被李铁坑惨了，负债4亿外加被查出偷漏税本赛季中超联赛接近尾声，《五星体育》发文谈到了中超争冠、保级形势，并表示武汉长江受到李铁牵连，负债4亿外加被查出偷漏税。报道中表示，中超第33轮，河北队、天津津门虎及梅州客家3支球队因为受到疫情影响主动弃赛，这3场比赛将直接判定对手3-0取得胜利。其中梅州客家在对阵山东泰山的比赛中弃权，对争冠形势产生了直接的影响。山东泰山不但提前拿到了关键的3分，在积分榜上暂时领先武汉三镇3分，而且收获了宝贵的3个净胜球。这场比赛的取消还可以让山东泰山队以逸待劳，全力投入到12月31日下午与北京国安的收官战中。至于降级球队，广州队、武汉长江以及河北队岌岌可危，甚至已经有他们即将面临解散的消息被传出。由于中国足协要求在今年12月31日之前解决全部历史欠薪，这三家欠薪巨大的俱乐部，大概率将会被取消准入资格。据悉，武汉长江是被李铁坑惨了，负债4亿外加被查出偷漏税，而河北队与广州队则是华夏集团和恒大集团不会再出资帮助解决历史欠薪问题。,2022/12/26,34,20,110,
0,1,0,1,10,官方：泰山队官员矫喆指责、辱骂裁判员，停赛6场罚款6万元中国足协官方消息，山东泰山官员矫喆指责、辱骂裁判员，停赛6场罚款6万元。在中超第32轮泰山对阵海港赛后，裁判员准备退场时，泰山俱乐部官员矫喆实施非体育行为，指责、辱骂裁判员，裁判员向其出示红牌。中国足协官方今天公布对矫喆的罚单，矫喆被处以停赛6场，同时罚款6万元的处罚。,2022/12/26,10,9,3,
0,1,0,1,1,毫无悬念！英超金靴赔率更新：哈兰德断档式排名第一1、哈兰德（曼城），1.062、凯恩（热刺），103、萨拉赫（利物浦），344、努涅斯（利物浦），515、热苏斯（阿森纳），515、米特洛维奇（富勒姆），677、伊万-托尼（布伦特福德），768、威尔逊（纽卡），1019、特罗萨德（布莱顿），10110、莫雷诺（利兹联），126,2022/12/26,32,3,109,
0,1,0,1,1,结束世界杯之后，五大联赛即将回归！今晚明晨英超第17轮率先回归，英超官方宣传片预热，哈兰德萨拉赫领衔英超联赛今日回归！英超官方宣传片预热 哈兰德萨拉赫领衔 ,2022/12/26,18,2,210,
0,1,0,1,3,热度不减！梅西夺冠庆祝社媒点赞数仍在增加 已达7333万梅西夺冠后社媒庆祝动态已获得7333万多点赞数，且仍在不断增长中。梅西庆祝夺冠的社媒点赞数，上周三超越歌手Bella Poarch在TikTok上6030万的点赞纪录，创所有社交媒体的点赞数历史之最。 ,2022/12/26,338,13,113,
0,1,0,1,1,队报：姆巴佩和内马尔很可能在巴黎近两轮法甲比赛中出场《队报》消息，姆巴佩、内马尔、马尔基尼奥斯、阿什拉夫可能在对斯特拉斯堡或朗斯的法甲获得出场机会。另外，金彭贝、门德斯，可能还有达尼洛-佩雷拉，他们仍在恢复将缺席近期比赛。北京时间12月29日4点，巴黎主场VS斯特拉斯堡。北京时间1月2日3点45分，巴黎客场挑战朗斯,2022/12/26,21,0,0,
0,1,0,2,1,足球报：恒大集团不再为广州队输血 许家印已不过问球队据《足球报》消息，无论是此前广州队持续连败的阶段，还是在广州队直面降级命运的关键时刻，俱乐部的投资人许家印都没有对球队的情况有过问，更谈不上对未来发展有具体的要求和表态。从目前广州队的情况来看，球队面临着欠薪的问题没有解决。为了确保球队能够完赛，这个阶段一直是中足联和足协方面预支了一部分费用给他们参赛，以确保他们酒店住宿等相关费用。中超范围内像广州队这样需要预支参赛费用的球队有几家，恒大集团已经不再给俱乐部经济支援。,2022/12/26,38,32,3,
0,1,0,1,8,克洛普：祝贺阿根廷夺得世界杯 梅西是我见过最伟大的球员利物浦主帅克洛普在接受接着记者采访时谈到了刚刚夺得世界杯冠军的阿根廷队以及梅西，并且送上了自己的祝贺。“我要向他们表示祝贺，我认为他们的表现配得上最后的冠军。他们赢得了一场艰苦的决赛，在比赛80分钟之后这是我见到过最精彩的决赛了。这非常特别，从阿根廷举国欢庆就可以看出来。我为他们感到高兴，他们为这一刻等待了太久，在此前的决赛中他们欠缺一些运气。而梅西则是我见到最伟大的足球运动员，他用表现证明一名球员可以在顶级水平维持多久，看他踢球是一种享受。”,2022/12/26,78,8,216,
0,1,0,1,8,利雅得胜利总监谈C罗：现在无法谈论他的未来，我们需要耐心等待利雅得胜利体育总监、葡萄牙人马塞洛-萨拉萨尔在接受采访时，谈到了C罗加盟球队的传闻。媒体盛传C罗将转会加盟利雅得胜利，被问到这位葡萄牙巨星是否在自己的计划中时，萨拉扎表示：“我不能给你肯定或否定的答复。”“让我们耐心等待，看看到年底时情况如何发展。如你可见，这是一笔巨大的交易，不仅对俱乐部来说是如此，对沙特这个国家和世界杯足坛来说也是如此，这必须由更高级的人士来进行。”“我能说的是C罗是足球历史最好的球员之一，作为一个运动员，他一直是我的模范，他总是展现出求胜的欲望。”,2022/12/26,31,7,213,
0,1,0,2,8,鲁媒谈国足排亚洲第11：世界杯虽扩军，但国足面临的困难前所未有山东广播电视台日前根据国足的年终排名表示，中国男足冲击世界杯的机会渺茫。该媒体表示：“中国男足年终排名下降一位，位列第80位，亚足联排名第11位。较去年同期下滑6位，亚洲排名同期跌3位。”“最新一期排名基本符合亚足联实际情况，排名靠前的日本、伊朗、韩国和澳大利亚恰是亚足联最近15年实力最强的队伍。伊拉克、阿联酋、阿曼、乌兹别克斯坦同样排在国足之前，他们在亚洲也同样有竞争力。亚洲杯将是国足接下来最重要的赛事，也是2026年世预赛的前哨赛。虽然下届世界杯亚足联拥有8.5个席位，可国足面临的竞争空前强大。世界杯扩军的大背景下，本来竞争激烈的亚足联内部各队跃跃欲试，另一方面国足面临新老更替困境，89一代将逐渐淡出历史舞台。95-99一代还没有能挑大梁的太多出色的球员涌现出来，国足接下来的困难前所未闻。”,2022/12/25,29,27,1,
0,1,0,1,2,真要去？外媒：C罗将以贵宾身份现场观战利雅得德比据沙特媒体albayan援引La Tardi消息，C罗可能将在当地时间周一晚，以俱乐部贵宾身份，现场观看利雅得胜利主场作战的利雅得德比。近期，沙特媒体和西班牙媒体相继报道，C罗接受了利雅得胜利的报价，冬窗正式加盟，目前交易只待官宣。消息人士透露，这笔交易耗费2亿欧元，由利雅得胜利的俱乐部赞助公司资助，双方签订了一份长达3年的综合战略合同。,2022/12/25,63,15,1,
0,1,0,2,1,队报：齐达内符合巴西新帅的标准，他是一名经验丰富的外籍教练据法媒队报报道，前皇马主帅齐达内进入了巴西足协的选帅视野，他优秀的履历和丰富的经历成为了他的优势。巴西足协认为，蒂特在巴西的继任者应该是一赋闲、外籍且经验丰富的教练。 ,2022/12/25,29,6,2,
0,1,0,2,10,"官方：广州足球俱乐部董事长、恒大足校校长王亚军被开除恒大集团官方针对U15假球事件公布内部处罚，其中广州足球俱乐部董事长、恒大足校校长王亚军被开除，恒大足校副校长张修宇被开除。恒大处罚决定文件：集团各中心、部（室)、属下各单位:集团一贯高度重视员工队伍建设,要求全体员工务必保持严于律己、廉洁守信的工作态度。在近期工作检查中发现，恒大足球学校内部管理混乱，相关领导千部玩忽职守,存在重要体育赛事造假问题，严重损害了公司品牌形象。为严格管理，惩前毖后，经集团公司研究决定,对相关责任人处分如下:一、给予足球俱乐部董事长兼恒大足球学校校长王亚军同志免职并开除处分;二、给予恒大足球学校副校长张修宇同志免职并开除处分;三、给予恒大足球学校体育运营中心总监蔡光辉同志免职并开除处分;四、给予恒大足球学校体育运营中心教练员陈伟华同志开除处分;五、给予恒大足球学校学训管理中心教练员黎梓菲同志开除处分。集团对各类严重违规违纪行为坚持“零容忍”态度，一经发现，严肃处理，绝不姑息。望全体员工引以为戒，恪尽职守，全面查找和揭露一切损害公司利益的违法违规行为。",2022/12/25,23,17,1,
0,1,0,2,10,媒体人：河北武汉广州或集体退出 部分海参代言费被李铁团队瓜分据前《体坛周报》记者、媒体人冉雄飞持续爆料李铁案件相关内容，李铁任职过的三家俱乐部河北、广州队、武汉在赛季结束后可能集体退出。爆料内容整理如下：其一，李铁先后效力过的三家职业俱乐部可能在2022赛季结束后集体“退出”！李铁第一次做主教练的河北华夏幸福已经不会出手拯救铁定降级又巨额欠薪的河北队，除非出现奇迹，濒死的河北队无力回天；李铁做过助教的广州恒大队深陷保级泥潭，保级成功球队还有些许希望转卖或股改重建，降级则宣布恒大元素彻底退出；其二，李铁祸害最深的武汉卓尔队95%确定“破产退出”，俱乐部现在有近三亿的各种外援本土球员欠薪欠债纠纷，其中近两亿债务和李铁有直接或间接关联；此外，俱乐部董事长田旭东和总经理李勤协助调查期间，武汉卓尔俱乐部暴露了炒卖外汇被罚款，还有超亿元的“偷漏税”问题被查出。据爆料人披露：“李铁三年给卓尔挖了一个天坑，外援国际纠纷两个多亿，他自己，团队与俱乐部扯皮一个多亿，加上他经手的本土球员买卖和各种阴阳合同曝光，如果卓尔降级，老板肯定拒绝出手，会让卓尔降级后破产清算退出，窟窿太大了，填不了了！”其三，李铁国足海参门出现新版本，除了足协高官徐某杜某操办的说法，另一说法是，李铁曾经签约大连球员杜龙泉三年，但该队员只打了几场比赛就受伤被废掉，后来杜牵线搭桥帮助国足和李铁拉来海参赞助商，代言费部分被李铁及团队瓜分，此两个说法都需要官方最后落实。,2022/12/25,440,115,36,
0,1,0,2,10,【男子U15假球事件问责：广东省体育局局长被免职，16名干部被问责】中央纪委国家监委网站讯 2022年8月7日下午，广东省第十六届运动会男子足球乙A（U15）组决赛发生假球事件。经广东省委批准，省纪委监委成立调查组，查明事实真相，对事件中存在的履职不力、失职失责问题深入开展调查，坚持失责必问、问责必严，坚持依规依纪依法，坚持实事求是、科学精准，对16名党员领导干部严肃问责。王禹平，广东省体育局党组书记、局长，给予党内严重警告、政务记大过处分，免职处理。麦良，广东省体育局党组成员、副局长，给予党内警告、政务记过处分。雷检军，广东省体育局党组成员、副局长，给予党内严重警告、政务记大过处分，免职处理。程志文，广东省足球运动中心党总支委员、主任，给予撤销党内职务、政务撤职处分，降为事业单位管理岗六级职员。谭萍，广州市政府党组成员、副市长，给予党内警告、政务记过处分。欧阳资文，广州市体育局党组书记、局长，给予党内严重警告、政务记大过处分，免职处理。林燕芬，广州市体育局党组副书记、副局长，给予党内严重警告、政务记大过处分。吴民春，广州市体育局党组成员、副局长，给予撤销党内职务、政务撤职处分，降为二级调研员。王书永，广州市体育局机关党委专职副书记、机关纪委书记，给予党内严重警告、政务降级处分。裴伟民，广州市体育局竞技体育处党支部书记、处长，给予撤销党内职务、政务撤职处分，降为三级调研员。苏锦丹，清远市政府党组成员、副市长，给予党内警告、政务记过处分。许广勇，清远市文化广电旅游体育局党组书记，给予党内严重警告、政务记大过处分，免职处理。蔡发明，清远市文化广电旅游体育局党组成员、副局长，给予党内严重警告、政务记大过处分，免职处理。孙豪，清远市文化广电旅游体育局党组成员，给予党内警告、政务记过处分。谢志光，广州市足球协会主席、广州市足球运动管理中心原主任，给予留党察看二年处分，降低退休待遇，按照事业单位管理岗十级职员确定退休待遇，按程序免去其广州市足球协会主席职务。全省各级党组织和广大党员干部要深入学习贯彻习近平总书记关于足球工作的重要指示批示精神，深刻汲取教训，引以为戒，深入整改，完善制度。要坚持举一反三，树立正确政绩观，遵循足球发展规律，健全赛事管理监督长效机制，有效防范类似问题再次发生。要弘扬中华体育精神，抓好足球行风建设，以零容忍态度查处操纵比赛等严重违反赛风赛纪行为，坚决刹住踢假球等歪风邪气，促进足球事业健康有序发展。（广东省纪委监委）----------------------------------------------------------------今年8月7日，广东省第十六届运动会足球项目U15男子乙A组决赛中，广州代表队5:3战胜清远代表队获得冠军。该场比赛中，双方运动员在场上的表现受到舆论广泛质疑，引发社会各界关注。中国足协对此高度重视并启动调查程序，将组成由竞赛部、纪检部等部门参加的调查组，于8月8日赴广州进行调查，恒大和广州市对都接受了问询。,2022/12/24,32,0,15,
0,1,0,1,1,【沙特媒体：C罗与利雅得胜利达成完全协议 预计下周官宣】北京时间12月24日，根据沙特媒体《okaz》的报道，C罗加盟利雅得胜利达成协议，加盟球队只待官宣。该媒体称，利雅得胜利管理部门已与C罗的团队就转会的实际回报和所有条款达成协议，目前只剩下最后的程序和正式声明，官方消息可能会在下周初完成。消息来源报告说，C罗将与利雅得胜利签约3年，俱乐部的赞助商之一出资8亿沙特里亚尔(约合2亿欧元)，帮助了球队完成与C罗的签约。,2022/12/24,168,49,336,
0,1,0,1,1,滕哈赫确认：曼联和拉什福德、弗雷德、卢克-肖、达洛特续约一年曼联官方报道，主帅滕哈赫已经确认，俱乐部已经触发了四名球员合同中的一年续约条款。达洛特、弗雷德、拉什福德和卢克肖的合同原定于2023年6月到期，但每份合同都有额外续约一年的选择权。 ,2022/12/24,19,2,451,
0,1,0,1,1,万中选一！梅西成为2022年度Sofascore均分最高球员知名数据评分机构Sofascore也进行了年终盘点，梅西是今年平均评分最高的球员，达到了8.15。而自Sofascore2015/16赛季开始统计数据和评分以来，这是梅西第五次当选年度平均评分最高的球员。在Sofascore的数据库中，总共有13400名球员在2022年踢了至少1000分钟的比赛，梅西是仅有的一位评分超过8.00的球员。,2022/12/24,39,13,229,
0,1,0,1,2,梅西晒与苏亚雷斯夫妻合影：谢谢你们的到来 爱你们！近日梅西邀请多位好友到他家过圣诞，他在社媒分享了与苏亚雷斯一家的合影，并配文：“谢谢你们的到来，朋友！我非常爱他们。” ,2022/12/24,119,4,341,
0,1,0,1,9,B/R晒照盘点梅西世界杯纪录：登场、出场时间最多 造进球最多世界杯历史登场次数最多---26场阿根廷队史世界杯进球最多---13球首位在5届赛事都有助攻球员---2006年至2022年同时保持单场传射最年轻&最年长纪录---06年对阵塞黑&22年对阵墨西哥作为队长登场次数最多---19场世界杯出场时间最多---2314分钟世界杯历史参与进球最多---21球首位在每一轮淘汰赛都有进球球员INS发文点赞次数创历史纪录,2022/12/24,70,10,7,
0,1,0,1,1,谁脱颖而出了？德转盘点世界杯后身价上涨球员：姆巴佩 1.8亿欧（上涨2000万欧）恩佐-费尔南德斯 5500万欧（上涨2000万欧）阿尔瓦雷斯 5000万欧（上涨1800万欧）格瓦迪奥尔 7500万欧（上涨1500万欧）加克波 6000万欧（上涨1500万欧）琼阿梅尼 9000万欧（上涨1000万欧）于帕梅卡诺 6000万欧（上涨1000万欧）麦卡利斯特 4200万欧（上涨1000万欧）穆阿尼 3700万欧（上涨700万欧）阿姆拉巴特 2500万欧（上涨1500万欧）奥纳西 1500万欧（上涨1150万欧）贝林厄姆 1.1亿欧（上涨1000万欧）萨卡 1亿欧（上涨1000万欧）,2022/12/24,50,22,2,
0,1,0,1,1,#英超#【22/23英超进攻三区夺回球权榜：丁丁20次第一，厄德高16次第五】著名数据网站Squakwa统计了22/23英超在进攻三区赢回球权次数TOP10的榜单。其中，德布劳内以20次位居首位，杰克-哈里森19次排名第二，厄德高第五，芒特第八，B费第10。完整榜单如下：1. 德布劳内（曼城） 20次2. 杰克-哈里森（利兹） 19次3. 特罗萨德（布莱顿） 18次4. 乔-阿里博（南安普顿） 17次5. 厄德高（阿森纳） 16次6. 扎卡（阿森纳） 15次7. 阿尔米隆（纽卡斯尔联） 15次8. 芒特（切尔西） 14次9. 马蒂亚斯-延森（布伦特福德） 14次10. B费（曼联） 14次,2022/12/23,15,4,1,英超
0,1,0,1,1,【中超-恩迪亚耶破门刘祝润替补建功 山东泰山0-2上海海港仍第二】还剩两轮的情况下，你认为山东泰山和武汉三镇谁最后能夺得中超冠军？北京时间12月23日20:00，中超联赛第32轮上海海港迎战山东泰山的比赛，上半场恩迪亚耶先下一城，陈蒲空门中柱，贾德松伤退，下半场陈蒲破门被吹越位，刘祝润替补建功，最终海港2-0泰山。山东泰山仍与武汉三镇同分，暂居积分榜第二。,2022/12/23,25,14,0,
0,1,0,1,1,【中超-费利佩补时绝杀 武汉三镇0-1成都蓉城仍居榜首】北京时间12月23日20:00。中超第32轮，成都蓉城迎战武汉三镇。上半场，萨达尼亚错失良机，高准翼头球中柱。下半场，马尔康任意球中框，费利佩补时阶段上演绝杀。全场比赛结束，成都蓉城1-0武汉三镇，各项赛事14场不败，武汉三镇则仍与山东泰山同分，暂居榜首。,2022/12/23,18,10,219,
0,1,0,1,1,【中超-张玉宁破门张健智乌龙凌杰点射 广州队1-3十人国安19轮不胜】北京时间12月23日15:00，中超第32轮，广州队对阵北京国安。上半场，凌杰点球破门，闫雨扳平，张健智不慎自摆乌龙，张玉宁建功；下半场，两队场面胶着，均未能取得进球，田玉达染红。最终，广州队1-3国安，遭遇19轮不胜。 ,2022/12/23,9,1,107,
0,1,0,1,1,孙兴慜当选2022年度韩国最佳球员 连续4年获此殊荣自2013年首次当选后，这是孙兴慜第7次获得韩国最佳球员奖项，也是自2019年后连续第4次当选。孙兴慜摘得了2021-22赛季英超联赛金靴，这在亚洲球员中尚属数次。在卡塔尔世界杯预选赛以及正赛中，作为韩国队的王牌，他在球场上的表现非常活跃。另外，带领韩国女足取得历史最好成绩——亚洲杯亚军的池笑然，当选为2022年度韩国最佳女子球员。她和孙兴慜都分别是第7次当选，均保持着韩国国内获奖次数最多纪录。,2022/12/23,14,0,226,
0,1,0,1,8,回俱乐部就变了一个人？记者吐槽：德布劳内在曼城比赛前40分钟所做的 比他在整个世界杯都多在曼城对阵利物浦的联赛杯比赛中，德布劳内两送助攻，帮助曼城力克对手晋级8强。德布劳内随比利时队在卡塔尔世界杯中小组出局，对比他在俱乐部的表现，记者Simon Johnson在社交媒体上吐槽道：“德布劳内不到40分钟时间里在进攻端所做的事情，比他在整个世界杯上为比利时所做的更多。”,2022/12/23,93,50,5,
0,13,0,1,10,#吕小军回应兴奋剂检测阳性#：将配合调查证明清白据中国举重协会网站消息，举重奥运冠军吕小军就兴奋剂检测呈阳性发布声明：2022年12月20日我收到了国际检查机构的邮件，通知我的样本检测结果呈非特定物质阳性。我非常震惊，作为一名老运动员，我一直严格遵守国际举重联合会、世界反兴奋剂机构、中国反兴奋剂机构有关反兴奋剂的各项规定。我认为体育的价值就在于公平竞争，我坚决反对使用兴奋剂等各类作弊行为，这也是我一直以来给自己设置的底线，使用兴奋剂完全违背我的价值观，也和我受到的反兴奋剂教育背道而驰。在我24年的举重运动生涯中，我经历了无数次大赛，也接受了几百次兴奋剂检查，没有一例违规。自2022年8月我复出以来，短短4个月时间，我总共接受了兴奋剂检查8次。我非常热爱举重事业，作为一名举重运动员，我已经干干净净的赢得了几乎所有的荣誉，我既无动机也没有理由在我挚爱的举重生涯的最后一程使用任何禁用物质。我将配合相关机构展开调查，查出问题的真正原因，还自己清白。#奥运冠军吕小军被临时禁赛##吕小军兴奋剂检测阳性被禁赛#,2022/12/23,26,6,2,吕小军回应兴奋剂检测阳性
0,1,0,1,1,莱万：赛季中途举行世界杯 有助于球员们整场都能踢出高水平“这是史上最好的世界杯之一，可能是因为本届世界杯是在赛季中途举行的。在世界杯开始前，每个人——也包括我自己，都认为这会导致世界杯面临复杂情况。”“通常世界杯是在6月或7月举行，但在比赛70分钟或75分钟后，球员们的速度就会下降。但本届世界杯几乎所有球员在整场都能踢出高强度高水平的比赛。有一些疲劳，但不是因为我们已经在赛季末，这是一种巨大的差异。”,2022/12/23,42,8,106,
0,1,0,2,1,联赛杯8强对阵抽签完整对阵：曼联vs查尔顿竞技南安普顿vs曼城诺丁汉森林vs狼队纽卡斯尔vs莱斯特城 ,2022/12/23,14,0,0,
0,1,0,1,1,进球狂魔！哈兰德在欧冠、英超、联赛杯等7项赛事中首秀破门在曼城对阵利物浦的联赛杯比赛中，哈兰德打进一球，帮助曼城3-2淘汰利物浦晋级8强。据Squawka统计，22岁的哈兰德职业生涯至今已经在欧冠、德甲、英超、联赛杯等7项赛事的首秀中破门。 ,2022/12/23,33,8,6,
0,1,0,1,1,联赛杯-哈兰德萨拉赫破门德布劳内两助 曼城3-2淘汰利物浦上半场哈兰德首开纪录，卡瓦略扳平比分，努涅斯失良机，下半场马赫雷斯和萨拉赫先后破门，阿克头球制胜。最终曼城主场3-2险胜利物浦，蓝月亮晋级联赛杯8强。联赛杯-哈兰德萨拉赫破门德布劳内两助 曼城3-2淘汰利物浦 ,2022/12/23,34,9,7,
0,1,0,1,10,挖坟！法国18年世界杯夺冠后高唱《坎特之歌》嘲讽梅西《坎特之歌》歌词如下：恩戈洛-坎特，他很矮小，他善良温和，他防住了里奥-梅西，但我们都知道他是个骗子，恩戈洛-坎特！N’Golo KantéHe’s littleHe’s sweetHe stopped Leo MessiBut we all know he’s a cheatN’Golo Kanté PP体育的微博视频,2022/12/22,727,138,122,
0,1,0,1,5,言出必行！德保罗3个月前给梅西写纸条：咱2个月后夺世界杯9月底，阿根廷队在美国集训，德保罗在梅西酒店的房间留下了张小纸条：“我是德保罗，目前是2022年9月18日。我写下这张小纸条是想说，我们会赢得2个月后的世界杯。”12月19日那天，阿根廷时隔36年再次捧起了大力神杯，距离德保罗当初写下的纸条已经过去了3个月。,2022/12/22,43,8,208,
0,1,0,1,1,联赛杯-曼联2-0伯恩利晋级八强 拉什福德一条龙！埃里克森破门#曼联2比0伯恩利# #拉什福德一条龙破门# PP体育的微博视频 ,2022/12/22,24,3,104,"曼联2比0伯恩利,拉什福德一条龙破门"
0,2,0,2,1,勇士好惨！半场落后40分 篮网半场狂轰91分创纪录北京时间12月22日，NBA常规赛继续进行，篮网主场对阵勇士，半场比赛结束，篮网91-51领先勇士40分！篮网第一节轰下46分，第二节再砍45分，命中率达到71.4%，三分球19投13中（68.4%）。据统计，91分也创造了篮网队史半场得分纪录，他们之前的纪录是86分。即便是放在NBA历史上，这也是半场得分第三高的纪录，最高为102分。而半场落后40分，是勇士队史半场落后的第二大分差，1962年对阵老鹰，勇士曾在半场落后42分。#篮网半场91分##篮网半场领先勇士40分#,2022/12/22,18,8,105,"篮网半场91分,篮网半场领先勇士40分"
0,1,0,1,1,2022年欧洲前十联赛场均进球数排行榜：德甲第一西甲垫底德甲：3.17球荷甲：2.97球奥超：2.93球比甲：2.89球法甲：2.87球英超：2.83球苏超：2.69球意甲：2.65球葡超：2.53球西甲：2.51球 ,2022/12/22,6,4,2,
0,1,0,1,10,彻底决裂！本泽马大量取关法国国家队队友《阿斯报》主编隆塞罗指出，是德尚指使队医逼走本泽马的，这只是为了保证吉鲁首发。本泽马不仅在自己35生日当天通过个人社交媒体发声，暗示自己从国家队退役；而且他还大量取关了国家队队友，如今他的关注列表只有卡马文加、姆巴佩、小图拉姆、瓦拉内、金彭贝、迪亚比和楚阿梅尼(取关后又重新关注）和费兰-门迪等法国现役国脚。,2022/12/22,63,20,212,
0,1,0,1,1,北京时间12月22日，奈史密斯篮球名人堂公布了2023届名人堂候选名单：德克-诺维茨基、德韦恩-韦德、托尼-帕克、保罗-加索尔、格雷格-波波维奇、贝奇-哈蒙。2023年名人堂仪式将于2023年8月12日举行。#2023篮球名人堂候选名单# ,2022/12/22,7,1,1,2023篮球名人堂候选名单
